s_1;s_2;s_3;s_4;s_5;s_20;s_28;s_25;s_29;s_30;s_7_1;s_7_2;s_7_3;s_9;s_10;s_12;s_11;s_13;s_15;s_14;s_16;s_17;s_18;s_19;s_27;lang;email;stato_1;stato_2;stato_3;stato_4;stato_5
3;20;5;2;2;4;3;3;4;2;0;0;1;3;"?????";3;4;3;5;3;4;4;2;1;1;3;"";0;0;0;1;0
3;55;5;4;1;2;2;1;2;2;0;0;1;3;"??? ??? ?? ????? ???? ?? ?? ????????";2;3;2;5;4;4;2;2;2;2;3;"";0;0;0;1;0
2;26;5;4;1;5;3;2;2;3;0;0;1;4;"????? ?? 3d ???????? ??? ???? ??????";4;2;3;5;3;2;5;1;2;1;3;"";0;0;0;1;0
2;25;4;4;1;3;2;3;5;2;0;0;1;4;"Iradeno u laboratoriju";3;3;3;4;5;3;5;2;2;1;4;"";0;0;0;1;0
3;22;5;4;1;5;4;4;4;2;1;1;1;3;"?????, ?????.";2;3;2;5;4;3;5;1;1;1;3;"";0;0;0;1;0
2;19;5;2;1;3;2;3;2;3;0;0;1;4;"???????";2;3;3;4;4;4;2;2;2;2;3;"";0;0;0;1;0
3;30;3;4;1;2;2;2;2;2;1;1;0;3;"Frankenstein";2;3;4;3;5;3;4;1;2;1;5;"";0;0;0;1;0
3;27;3;4;1;1;1;1;1;1;1;1;0;4;"Ciencia";3;3;3;3;4;4;7;2;2;2;5;"";0;0;0;1;0
3;21;5;4;1;4;3;3;3;3;0;0;1;3;"";6;2;2;4;2;3;;;;;3;"";0;0;1;0;0
3;25;3;4;1;4;3;3;4;3;1;1;0;3;"Poco saludable";2;3;2;5;4;3;2;1;2;1;5;"";0;0;0;1;0
3;29;3;4;1;4;3;3;4;3;0;0;1;4;"Perjudicial para la salud";2;2;4;4;4;4;4;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
2;30;5;4;1;4;4;4;3;3;0;0;1;3;"??????????";2;3;3;6;5;3;5;2;2;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;31;3;4;1;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
3;18;3;2;1;4;4;4;5;2;1;1;1;4;"pienso que la carne de laboratorio podria ser una buena alternativa";4;3;3;5;3;6;6;1;2;1;5;"";0;0;0;1;0
3;27;5;4;1;3;2;2;3;2;1;0;0;4;"?? ????? ?? ?? ???? ????????.";4;4;4;4;2;2;6;1;1;1;3;"";0;0;0;1;0
2;52;3;4;1;7;4;4;2;1;0;0;1;3;"Asco";3;4;3;5;5;5;2;2;2;2;5;"";0;0;0;1;0
3;60;3;4;1;4;5;3;4;3;0;0;1;3;"Plástico";3;4;4;6;4;3;2;2;2;2;5;"";0;0;0;1;0
3;25;3;4;1;4;2;3;3;1;0;0;1;3;"Carne procesada";2;2;3;3;3;3;4;2;2;2;5;"";0;0;0;1;0
3;31;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;18;5;4;1;4;3;2;4;2;0;0;1;3;"??????";6;6;3;5;5;5;2;2;2;2;3;"";0;0;0;1;0
2;57;3;4;1;4;4;3;4;1;1;0;1;6;"Desarrollo y bienestar animal";4;4;4;5;3;2;6;1;2;1;5;"";0;0;0;1;0
2;46;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;29;3;4;1;4;4;4;5;1;0;0;1;3;"Algo procesado y con muchos químicos";2;3;3;4;4;3;4;2;2;2;5;"";0;0;0;1;0
3;37;4;2;2;5;4;5;3;3;0;1;0;3;"Otrov";6;6;6;2;6;3;7;2;2;2;4;"";0;0;0;1;0
3;23;4;2;1;6;3;3;6;1;1;0;0;3;"Bri?nost";5;5;5;5;2;2;;;;;4;"";0;0;1;0;0
3;25;5;4;1;4;4;3;4;2;1;0;0;3;"??????????";2;3;2;5;4;3;4;2;2;1;3;"";0;0;0;1;0
2;53;4;4;1;4;4;4;4;3;0;0;1;3;"Ni?ta posebno";3;3;3;6;3;3;4;2;2;1;4;"";0;0;0;1;0
2;20;5;4;1;4;4;4;4;1;0;0;1;3;"????? ????? ??? ????????? ??? ????????? ??? ????????? ???? ???????. ?????? ???? ??? ????????? ??? ?? ?????????? ??? ???? ???? ??????? ?? ????? ??? ??? ??????? ???? ??? ?? ???????? ??? ?????????????? ???? ??? ???????? ?????? ?????????? ??? ???????? ??????? ??????";2;2;2;5;5;4;5;2;2;2;3;"";0;0;0;1;0
3;24;5;2;1;3;4;3;4;1;0;0;1;4;"??????????";3;4;3;6;2;2;5;2;2;1;3;"";0;0;0;1;0
2;31;3;4;1;4;3;4;4;3;0;1;0;4;"Mutación genética";4;4;4;5;3;3;5;1;2;1;5;"";0;0;0;1;0
3;23;4;2;1;6;1;3;4;1;0;0;1;;"";;;;;;;;;;;4;"";0;0;1;0;0
3;28;3;4;1;1;1;1;1;1;1;1;0;4;"Sacrificio animal encubierto";2;2;3;3;4;3;2;2;2;2;5;"";0;0;0;1;0
3;45;5;4;1;3;1;1;1;1;1;1;1;6;"??????????";3;4;3;5;4;3;4;1;2;2;3;"";0;0;0;1;0
3;26;4;4;1;1;1;1;1;1;0;0;1;3;"zanimljivo";3;3;5;5;4;2;7;1;2;2;4;"";0;0;0;1;0
2;29;3;3;1;2;1;3;3;1;0;1;0;3;"Artificial";2;3;3;5;4;2;4;2;2;2;5;"";0;0;0;1;0
2;23;5;2;1;4;3;3;4;3;1;1;1;3;"? ???????? ??????????? ??? ????";4;5;4;6;4;2;6;1;1;1;3;"";0;0;0;1;0
3;24;4;4;1;4;3;4;4;3;0;0;1;3;"Umjetno";3;3;4;5;3;3;4;1;2;1;4;"";0;0;0;1;0
2;55;5;4;2;4;4;3;3;3;1;1;1;4;"???? ??? ??? ?'????  ??????";4;4;4;5;4;4;2;2;2;2;3;"";0;0;0;1;0
3;49;5;4;1;4;4;3;4;1;0;0;1;3;"??????????";2;3;3;4;4;3;4;2;2;2;3;"";0;0;0;1;0
3;22;4;2;2;4;3;4;4;1;0;0;1;3;"Veganstvo";3;4;4;5;4;3;2;2;2;1;4;"";0;0;0;1;0
3;35;5;4;1;4;3;4;3;1;0;0;1;3;"??????";2;3;2;5;4;4;4;2;2;2;3;"";0;0;0;1;0
3;60;3;4;1;3;3;1;3;2;0;0;1;4;"";;;;;;;;;;;5;"";0;0;1;0;0
3;31;4;4;1;3;3;3;4;2;0;0;1;4;"Meso ""proizvedeno"" u labosu";3;3;4;5;4;3;6;2;2;2;4;"";0;0;0;1;0
2;23;5;4;1;4;3;4;4;2;1;1;0;4;"????? ??????????? ?? ????????? ????????? in vivo";4;3;4;5;4;2;4;1;2;1;3;"";0;0;0;1;0
2;57;3;4;1;4;4;3;4;4;1;0;0;6;"No apto para mi";3;4;2;5;5;4;7;2;2;2;5;"";0;0;0;1;0
2;45;3;4;1;4;3;2;5;2;0;1;1;3;"Producto químico";6;2;3;5;3;3;2;2;2;2;;"";0;0;0;1;0
3;22;5;4;1;5;3;3;4;1;0;0;1;4;"????? ??? ?????????? ?? ??????????";3;5;2;6;4;4;4;1;2;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
2;29;3;2;2;4;2;4;5;5;1;1;1;6;"Comida";4;4;4;5;6;6;6;1;1;1;5;"";0;0;0;1;0
3;39;4;2;1;4;3;3;4;2;1;1;1;3;"Umjetno";5;3;3;3;3;3;2;1;2;1;4;"";0;0;0;1;0
3;22;5;2;1;5;3;3;4;2;0;0;1;3;"????";3;3;3;4;3;3;4;2;2;2;3;"";0;0;0;1;0
3;23;4;4;1;4;3;3;4;2;0;0;1;4;"Umjetno";2;4;4;6;5;6;2;2;2;2;4;"";0;0;0;1;0
3;26;5;4;1;4;1;1;4;1;1;0;0;4;"??????";3;4;3;5;3;2;5;1;1;1;;"";0;0;0;1;0
2;47;4;4;1;4;4;3;4;2;1;0;0;4;"Umjetno";2;3;3;5;6;3;4;2;2;2;4;"";0;0;0;1;0
3;30;4;4;1;3;3;3;5;2;1;0;1;3;"Kemija";4;3;4;5;3;3;5;2;2;1;4;"";0;0;0;1;0
2;27;4;4;1;4;4;4;5;3;0;0;1;4;"U?asavanje";6;5;2;6;5;3;4;2;2;2;4;"";0;0;0;1;0
2;35;5;4;1;4;3;3;5;2;0;1;1;3;"Something tasteless that can be used in space exploration";3;3;6;5;4;3;4;1;2;1;2;"";0;0;0;1;0
3;24;5;4;1;4;3;3;4;2;0;1;0;6;"???????????? ?????????????? ?????";3;5;3;5;3;6;5;1;2;1;3;"";0;0;0;1;0
3;55;4;4;1;3;2;3;3;2;0;0;1;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;21;5;4;1;4;4;5;5;3;1;0;1;3;"???????";6;2;2;5;5;5;2;2;2;2;3;"";0;0;0;1;0
2;28;3;4;1;1;1;1;1;1;1;1;0;4;"posiblemente más ecológico pero sin que pueda llegar a todo el mundo.";3;4;4;6;5;2;5;1;1;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
2;34;3;3;1;5;4;3;1;2;0;0;1;6;"Carne pero no origen animal si no que de origina en laboratorio";6;3;3;4;4;3;6;2;2;2;5;"";0;0;0;1;0
3;24;5;4;1;4;3;3;4;2;0;0;1;3;"?????";2;4;2;6;5;5;5;1;2;1;3;"";0;0;0;1;0
3;27;3;4;1;5;4;3;4;3;1;0;0;3;"Artificial";3;4;3;5;4;3;4;1;1;1;5;"";0;0;0;1;0
3;22;4;2;2;4;2;5;5;2;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
2;28;3;4;1;4;1;3;3;1;0;1;1;3;"Artificial";2;2;2;3;5;4;2;2;2;2;5;"";0;0;0;1;0
3;22;5;4;1;4;3;3;4;2;0;1;0;4;"??? ??? ????? '????????' ?????";3;3;4;5;3;3;5;2;2;2;3;"";0;0;0;1;0
3;29;3;4;2;4;3;4;3;2;1;1;1;4;"Antinatural";3;3;4;5;5;3;4;2;2;2;5;"";0;0;0;1;0
2;47;5;4;1;4;4;4;4;3;0;0;1;4;"??? ??????.";2;3;2;5;4;4;4;2;2;2;3;"";0;0;0;1;0
3;55;5;2;1;4;3;3;4;2;0;0;1;4;"";;;;;;;;;;;;"";0;0;1;0;0
3;50;3;2;1;1;1;1;1;1;0;0;1;4;"Procesada";3;2;3;5;4;3;4;1;1;1;5;"";0;0;0;1;0
2;63;5;4;1;3;3;3;4;2;1;0;0;3;"????????";2;3;3;5;5;5;2;2;2;2;3;"";0;0;0;1;0
2;28;3;4;1;3;3;2;4;2;1;1;1;3;"could work";4;4;5;6;2;6;5;1;1;1;2;"";0;0;0;1;0
3;30;3;4;1;4;3;4;5;2;1;0;0;3;"Asco";6;6;2;2;5;5;2;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;1;0;0;0
3;28;3;4;1;3;3;1;4;1;1;1;0;4;"Me hace pensar a carne prefabricada";3;4;3;4;4;3;5;1;1;1;5;"";0;0;0;1;0
3;20;3;2;1;5;2;3;4;1;1;0;0;4;"Felicidad ya que los animales dejarán de sufrir";5;5;5;6;6;6;6;1;1;1;5;"";0;0;0;1;0
3;42;3;4;1;4;3;3;6;1;1;0;1;3;"Artificial";3;4;3;5;4;3;4;1;2;1;5;"";0;0;0;1;0
3;37;4;4;1;4;3;2;4;2;1;0;0;4;"";3;3;4;2;3;3;;;;;4;"";0;0;1;0;0
3;36;5;4;1;4;4;4;5;2;0;0;1;3;"?????";2;2;2;5;5;5;2;2;2;2;3;"";0;0;0;1;0
3;55;3;4;1;3;3;4;3;1;0;0;1;3;"Horrible";2;2;3;4;4;4;7;2;2;2;5;"";0;0;0;1;0
3;26;5;4;1;3;3;3;3;3;0;0;1;3;"?????????????";2;3;3;6;5;4;2;2;2;2;3;"";0;0;0;1;0
2;35;3;2;1;4;3;3;1;3;0;0;1;3;"Asco";6;6;6;2;5;5;7;2;2;2;5;"";0;0;0;1;0
3;30;4;2;2;5;4;4;4;4;0;1;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
3;26;5;4;1;3;3;4;3;2;1;1;1;4;"???????";3;3;4;4;6;6;6;1;2;1;3;"";0;0;0;1;0
3;27;5;4;1;4;3;3;5;2;0;0;1;4;"??????????";3;3;3;5;3;4;4;1;2;1;3;"";0;0;0;1;0
3;28;5;4;1;4;3;3;3;2;0;1;0;3;"Lacking texture";4;4;3;6;6;6;5;1;2;1;2;"";0;0;0;1;0
3;22;5;4;1;5;2;6;6;3;0;0;1;6;"?????????????";3;4;3;5;3;2;4;2;1;2;3;"";0;0;0;1;0
3;23;4;4;2;4;2;4;4;1;1;0;0;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;43;5;4;1;2;2;2;2;1;0;0;1;3;"??????????";3;3;3;4;3;3;2;2;2;2;3;"";0;0;0;1;0
2;25;3;4;2;4;2;3;3;2;1;1;0;4;"Procesado y artificial";6;3;3;5;5;2;5;1;1;1;5;"";0;0;0;1;0
3;26;4;4;1;4;4;3;4;2;0;0;1;4;"Priroda";4;4;4;5;4;2;5;1;2;1;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;61;3;4;2;1;1;1;1;1;1;0;0;4;"Antinatural";6;3;6;2;5;5;7;2;2;2;5;"";0;0;0;1;0
2;27;5;4;1;4;3;4;4;2;0;0;1;3;"???????";3;5;3;6;4;3;6;2;2;1;3;"";0;0;0;1;0
3;43;5;4;1;3;2;2;2;1;0;0;1;3;"";;;;;;;;;;;3;"";0;0;1;0;0
3;23;4;4;1;3;3;4;4;2;0;0;1;4;"Tko zna ?ta mi sve jedemo ?";2;3;3;4;5;3;5;2;2;1;4;"";0;0;0;1;0
3;;;4;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
2;27;5;2;1;3;4;4;3;2;1;0;0;3;"???????????? ?????";3;5;3;6;3;3;5;1;1;1;3;"";0;0;0;1;0
3;54;4;4;1;4;4;3;3;2;0;0;1;4;"bljak";2;2;2;3;5;5;7;2;2;2;4;"";0;0;0;1;0
2;28;3;4;2;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;0;1;0;0
3;39;4;2;1;4;2;4;4;1;0;0;1;4;"Umjetno";6;6;3;5;4;3;4;2;2;1;4;"";0;0;0;1;0
3;46;4;4;1;3;3;6;6;1;0;0;1;3;"";;;;;;;;;;;;"";0;0;1;0;0
3;25;4;4;2;4;4;4;4;3;1;0;0;3;"";;;;;;;;;;;4;"";0;0;1;0;0
3;52;4;4;1;4;3;4;4;2;0;0;1;4;"Nista";6;6;3;4;5;3;7;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;27;5;4;1;4;2;2;3;1;1;1;1;4;"?????????????";3;4;4;5;3;2;5;1;2;1;3;"";0;0;0;1;0
3;54;3;4;1;4;4;4;5;2;0;0;1;4;"Artificial";3;4;3;5;4;3;4;1;1;2;5;"";0;0;0;1;0
3;49;4;2;1;4;3;5;4;1;0;0;1;4;"Umijetno..";3;3;3;5;4;3;7;2;2;2;;"";0;0;0;1;0
2;51;3;4;1;4;3;4;4;2;0;0;1;6;"Miedo";6;6;6;2;5;5;5;2;2;2;5;"";0;0;0;1;0
3;30;3;4;1;4;2;2;4;1;0;0;1;3;"Es raro";4;4;4;5;5;2;2;1;1;1;5;"";0;0;0;1;0
3;27;3;4;1;4;3;3;3;2;1;1;1;4;"Ultraprocesado";6;2;2;4;4;4;2;2;2;2;5;"";0;0;0;1;0
2;53;4;4;1;3;4;4;4;3;0;0;1;3;"";;;;;;;;;;;;"";0;0;1;0;0
3;24;3;4;1;5;3;4;5;2;1;1;1;4;"Alternativa";3;4;3;5;3;3;6;1;1;1;5;"";0;0;0;1;0
3;54;4;4;1;2;6;6;6;3;0;0;1;6;"Fino";4;4;4;5;3;3;5;2;2;1;4;"";0;0;0;1;0
3;22;5;4;1;4;2;1;3;1;0;1;0;3;"??????????";3;4;3;5;3;3;5;1;2;1;3;"";0;0;0;1;0
3;26;5;4;1;5;3;3;4;2;1;0;0;6;"????????";4;4;4;5;3;2;5;1;2;2;3;"";0;0;0;1;0
2;26;3;4;1;5;4;3;4;3;0;1;0;4;"carne falsa";4;4;4;5;3;2;6;1;1;1;5;"";0;0;0;1;0
2;25;3;3;1;4;3;4;4;3;1;1;0;6;"carne sintetica";3;4;4;6;6;6;6;1;1;1;5;"";0;0;0;1;0
3;22;4;2;1;3;2;3;4;1;0;0;1;4;"Kokos";2;2;3;3;4;4;2;2;2;2;4;"";0;0;0;1;0
2;28;5;2;1;4;3;3;2;2;0;1;0;4;"???????";2;3;4;4;4;6;5;1;1;1;3;"";0;0;0;1;0
2;31;5;4;1;3;3;3;3;1;1;0;1;6;"????????? ????";4;4;4;6;4;2;5;1;2;1;3;"";0;0;0;1;0
3;27;4;4;1;4;3;2;3;1;1;0;1;4;"Umjetno";3;3;4;5;3;2;5;1;2;1;4;"";0;0;0;1;0
3;25;5;4;1;3;2;2;2;1;1;0;0;6;"?????";4;4;5;4;6;6;5;1;2;2;3;"";0;0;0;1;0
3;26;5;4;1;4;4;3;3;2;0;0;1;3;"?????????????";2;3;2;5;4;4;2;2;2;2;3;"";0;0;0;1;0
3;41;4;4;1;5;4;3;4;2;0;0;1;3;"Farmaceutska industrija";2;2;3;4;4;4;5;2;2;1;4;"";0;0;0;1;0
3;64;5;4;1;3;4;2;2;2;0;0;1;3;"????????????? ????????";3;4;3;5;4;4;4;2;2;1;3;"";0;0;0;1;0
2;38;4;2;1;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;0;1;0;0
2;49;3;2;1;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
3;36;4;4;2;3;4;4;3;3;0;0;1;6;"Neprirodno";2;4;4;5;5;3;5;2;2;2;4;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;4;"";0;1;0;0;0
3;24;5;4;1;4;4;4;5;4;0;0;1;3;"???????? ??? ?????? ?????, ?? ???? ???????????? ?????.";3;3;3;4;4;3;5;1;2;1;3;"";0;0;0;1;0
3;23;4;4;1;4;4;3;5;2;0;0;1;3;"Ne zelim to jesti.";6;6;4;4;6;5;2;2;2;2;4;"";0;0;0;1;0
3;31;3;2;1;4;4;2;4;1;1;1;0;4;"Experimentos";6;6;3;3;5;4;4;2;2;2;5;"";0;0;0;1;0
3;41;4;3;2;3;3;4;3;2;0;0;1;6;"bakterije";6;6;6;5;5;3;;;;;;"";0;0;1;0;0
3;39;3;4;1;4;3;2;4;2;1;1;1;4;"Laboratorio";4;4;4;5;2;6;6;1;1;1;5;"";0;0;0;1;0
3;20;4;2;1;4;2;2;5;2;1;0;0;4;"";;;;;;;;;;;4;"";0;0;1;0;0
3;23;4;2;1;4;2;4;4;3;1;0;0;3;"";;;;;;;;;;;4;"";0;0;1;0;0
2;26;3;4;1;3;2;2;2;2;1;1;1;4;"Transgenicos";3;3;4;5;5;3;4;2;2;2;5;"";0;0;0;1;0
3;25;3;3;2;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;0;1;0;0
3;34;4;4;1;5;3;4;4;1;0;0;1;4;"Umjetno";3;3;3;4;4;3;4;2;2;1;4;"";0;0;0;1;0
3;31;5;4;1;4;3;4;2;3;1;1;1;4;"??????????????????";3;3;3;4;3;3;4;1;2;2;3;"";0;0;0;1;0
2;30;;4;1;;;;;;0;0;0;;"";;;;;;;;;;;2;"";0;0;1;0;0
3;25;4;2;1;3;3;3;3;1;0;0;1;3;"";;;;;;;;;;;4;"";0;0;1;0;0
3;20;5;2;2;4;4;3;3;2;1;1;0;3;"???????";6;3;6;4;5;5;2;2;2;2;3;"";0;0;0;1;0
3;26;3;4;1;4;4;4;5;2;0;0;1;3;"Asco";6;3;6;2;6;6;7;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;21;5;2;2;4;2;2;4;1;1;1;1;3;"?? ??????";3;5;3;6;4;3;5;1;2;1;3;"";0;0;0;1;0
2;31;3;4;1;4;4;2;3;1;0;0;1;3;"Carne de mala calidad";3;5;2;6;4;3;4;2;2;2;5;"";0;0;0;1;0
3;29;3;4;1;4;3;3;6;3;1;0;1;4;"Artificial";2;4;3;5;5;4;2;2;2;2;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;35;5;4;1;4;1;1;1;1;1;0;1;3;"Chemical";2;2;3;3;4;3;4;1;2;2;2;"";0;0;0;1;0
2;21;5;4;1;5;4;4;5;3;0;0;1;4;"???????? ?? ????? ??? ??? ??????? ????";3;4;4;4;3;3;4;2;2;2;3;"";0;0;0;1;0
3;46;4;4;1;5;4;3;4;2;0;0;1;3;"Gmo";2;4;4;4;4;3;5;1;2;1;4;"";0;0;0;1;0
3;52;5;4;1;3;4;3;2;1;0;0;1;4;"Farm";2;2;3;6;5;4;7;2;2;2;2;"";0;0;0;1;0
3;29;4;4;1;5;4;3;3;2;0;0;1;3;"Vegane";4;3;6;5;5;4;7;2;2;2;;"";0;0;0;1;0
3;23;5;2;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
2;29;3;3;2;3;3;4;2;2;0;0;1;3;"Que no tiene que ser algo beneficioso para el cuerpo, cuanto más natural mejor";6;6;6;4;5;4;7;2;2;2;5;"";0;0;0;1;0
2;20;5;4;2;4;3;4;5;2;0;0;1;4;"labs";5;5;5;5;4;3;4;1;2;1;3;"";0;0;0;1;0
3;57;4;2;1;4;2;4;3;2;0;0;1;6;"Umjetno";2;3;2;3;4;4;7;2;2;2;4;"";0;0;0;1;0
3;34;5;4;1;3;4;1;4;2;0;0;1;3;"?????????";4;4;3;5;3;2;5;1;1;2;3;"";0;0;0;1;0
3;23;4;4;1;4;3;4;4;2;0;1;1;3;"Lose";3;2;2;3;3;4;7;2;2;2;4;"";0;0;0;1;0
3;28;5;4;1;3;2;3;3;1;1;0;0;4;"????????? ????? ??? ???";5;5;5;6;6;6;6;1;1;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
2;56;4;3;1;4;3;4;4;3;0;0;1;3;"";3;3;3;6;3;3;;;;;4;"";0;0;1;0;0
3;42;4;4;1;4;2;2;3;1;1;1;1;3;"GMO";3;3;3;4;5;3;7;2;2;2;4;"";0;0;0;1;0
3;22;3;4;1;5;3;3;3;2;1;1;1;4;"Procesada pero puede ser buena para el medioambiente";2;4;4;5;4;3;6;1;2;1;5;"";0;0;0;1;0
3;23;4;2;1;4;1;3;4;1;0;0;1;4;"Neprirodno i nepotrebno. Svi dobro znamo kako funkcionira prehrambena piramida. Tako?er, svi dobro znamo od ?ega ?ive, ili barem poku?avaju ?ivjeti seljaci. Ne vidim svrhu proizvodnje umjetnog mesa, a ni ne vjerujem da je zdravije.";6;6;2;4;5;4;7;2;2;2;4;"";0;0;0;1;0
3;30;4;4;1;4;3;3;5;2;0;0;1;3;"Zanimljivo";3;3;3;4;3;3;4;1;2;1;4;"";0;0;0;1;0
3;23;5;2;1;4;3;3;3;2;0;1;1;3;"";;;;;;;;;;;3;"";0;0;1;0;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;;"";0;1;0;0;0
3;27;5;4;1;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;0;1;0;0
3;57;3;4;1;3;2;2;2;3;0;0;1;4;"No saludable";2;2;2;3;4;3;2;2;2;2;5;"";0;0;0;1;0
3;56;5;4;1;4;3;2;4;2;0;1;0;4;"?????";6;6;3;4;5;5;7;2;2;2;3;"";0;0;0;1;0
2;23;3;2;1;4;4;3;4;2;0;1;0;4;"Artificial";3;3;2;4;4;3;4;1;2;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;5;"";0;1;0;0;0
3;36;4;4;2;4;3;5;3;3;0;0;1;3;"GMO";2;4;3;5;5;3;4;2;2;1;4;"";0;0;0;1;0
3;19;4;2;1;6;4;4;2;3;0;0;1;3;"Nezdravo meso";2;3;3;4;4;6;7;2;2;1;4;"";0;0;0;1;0
3;20;5;2;1;4;3;3;3;1;1;0;1;3;"";;;;;;;;;;;3;"";0;0;1;0;0
3;27;5;3;2;4;4;3;2;1;1;0;0;3;"????????";3;3;3;4;3;3;4;1;2;1;3;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;26;3;4;2;6;5;4;2;2;0;0;1;4;"Mala";2;2;2;3;5;5;2;2;2;2;5;"";0;0;0;1;0
2;39;5;4;1;4;4;3;3;3;0;0;1;3;"???? ?? ??????????? ???? ?????? ??????? ??? ??????";3;3;3;4;3;3;5;1;1;1;3;"";0;0;0;1;0
2;26;5;4;1;4;3;4;3;2;0;0;1;4;"???????????? ????????????? ?????";3;4;3;5;2;3;4;1;2;1;3;"";0;0;0;1;0
3;59;4;2;2;3;3;3;3;1;0;0;1;3;"Nezdravo";2;4;4;5;5;3;5;2;2;2;4;"";0;0;0;1;0
3;24;5;4;1;4;3;3;3;2;0;0;1;4;"??????";4;4;3;5;2;2;5;2;2;1;3;"";0;0;0;1;0
2;26;5;4;1;4;4;4;4;3;0;0;1;3;"????????";3;2;4;5;3;2;5;1;2;1;3;"";0;0;0;1;0
3;26;5;1;1;5;3;3;3;2;0;0;1;4;"??????????";3;5;2;6;4;4;4;2;2;1;;"";0;0;0;1;0
3;42;3;3;1;5;4;4;4;3;0;0;1;3;"Químicos";3;4;3;6;4;3;5;1;1;1;5;"";0;0;0;1;0
2;27;3;2;1;1;1;2;4;1;1;0;1;4;"No me viene nada concreto.";3;3;3;4;3;3;4;2;2;2;5;"";0;0;0;1;0
2;30;3;3;1;5;3;3;4;2;0;0;1;4;"Mal rollo";6;6;6;2;5;5;2;2;2;2;5;"";0;0;0;1;0
3;27;3;4;1;5;4;4;4;1;1;1;1;4;"Desconfianza";3;4;3;5;3;3;5;1;2;1;5;"";0;0;0;1;0
2;49;3;4;1;3;3;3;3;1;0;0;1;4;"Algo fabricado";2;3;5;5;3;3;2;2;2;2;5;"";0;0;0;1;0
3;33;4;2;2;4;3;4;3;2;0;0;1;4;"?udno";2;4;3;4;3;3;4;2;2;2;4;"";0;0;0;1;0
2;35;3;4;1;4;4;4;4;4;1;1;1;4;"Carne elaborada con un proceso diferente";3;4;4;5;2;2;5;1;1;1;5;"";0;0;0;1;0
;;;;;;;;;;0;0;0;;"";;;;;;;;;;;3;"";0;1;0;0;0
3;39;3;3;1;4;3;3;4;2;0;0;1;;"";;;;;;;;;;;5;"";0;0;1;0;0
2;29;3;4;1;3;1;1;3;1;1;1;1;4;"No real";2;2;3;3;6;3;7;2;2;2;5;"";0;0;0;1;0
3;57;5;4;1;4;4;1;4;1;0;0;1;3;"????????";3;5;3;6;5;5;4;2;2;2;;"";0;0;0;1;0
3;21;5;2;1;4;3;3;2;1;1;0;0;6;"??? ???? ???????.";2;4;2;5;3;3;5;2;2;1;3;"";0;0;0;1;0
